track_id;people_id
110_500;769
110_501;637
110_503;637
110_504;4741
110_505;4741
110_506;4741
110_510;4741
110_511;637
110_512;637
110_513;4679
110_515;4679
110_516;637
110_518;4741
110_519;4727
110_520;637
110_521;769
110_522;2426
110_524;4679
110_525;4679
110_526;4727
110_529;4727
110_53;769
110_530;637
110_531;769
110_532;4679
110_533;4741
110_534;4737
110_544;769
110_547;769
110_549;769
110_55;4741
110_550;769
110_552;4741
110_553;769
110_556;0
110_558;4741
110_559;4741
110_562;4741
110_564;637
110_565;4737
110_566;4727
110_567;2426
110_568;4679
110_570;637
110_571;637
110_573;4741
110_575;637
110_576;4741
110_578;769
110_579;769
110_580;637
110_581;4679
110_582;4741
110_583;4727
110_584;4737
110_586;4737
110_589;4737
110_59;769
110_591;637
110_592;4737
110_593;4727
110_595;4679
110_596;2426
110_597;637
110_600;2426
110_601;637
110_604;637
110_605;637
110_607;769
110_608;637
110_609;4679
110_61;769
110_610;2426
110_611;4679
110_612;2426
110_613;637
110_614;4737
110_615;769
110_616;4727
110_617;4679
110_618;4741
110_621;637
110_622;4741
110_625;637
110_628;769
110_629;637
110_630;4741
110_631;637
110_632;4737
110_633;637
110_634;637
110_638;637
110_639;4741
110_641;4727
110_642;769
110_643;637
110_645;4727
110_646;4741
110_647;769
110_649;769
110_650;769
110_651;769
110_652;637
110_653;637
110_655;637
110_656;4741
110_657;4727
110_658;4727
110_661;637
110_662;637
110_665;769
110_670;4727
110_671;769
110_672;4741
110_673;4727
110_674;769
110_676;4741
110_677;769
110_678;637
110_679;4741
110_680;4741
110_681;769
110_682;637
110_683;2426
110_684;4741
110_685;769
110_686;4727
110_687;4679
110_688;4741
110_692;4741
110_696;4741
110_697;4737
110_698;2426
110_699;4737
110_701;2426
110_702;4727
110_703;4741
110_705;4741
110_707;637
110_708;769
110_711;4741
110_712;4727
110_713;4737
110_714;769
110_715;4727
110_717;637
110_718;4727
110_719;4737
110_720;4727
110_722;4737
110_723;4727
110_724;637
110_725;769
110_726;4741
110_727;0
110_728;4737
110_729;4679
110_731;637
110_734;4741
110_736;0
110_737;637
110_739;0
110_740;4741
110_741;4679
110_742;637
110_743;2426
110_744;4727
110_745;769
110_746;4741
110_749;637
110_75;769
110_750;4741
110_751;4741
110_752;4741
110_753;4679
110_754;4741
110_755;4679
110_757;4679
110_758;4727
110_759;4741
110_760;769
110_761;637
110_762;4737
110_765;4737
110_766;637
110_767;4737
110_77;769
110_770;637
110_773;4737
110_774;769
110_775;4741
110_781;769
110_783;0
110_784;4741
110_785;769
110_786;769
110_788;4679
110_789;2426
110_790;769
110_791;4727
110_792;637
110_796;637
110_800;4741
110_802;637
110_803;4741
110_806;4737
110_808;4727
110_809;769
110_811;4741
110_812;4679
110_813;769
110_814;2426
110_815;637
110_816;4727
110_817;4741
110_818;769
110_821;4741
110_824;0
110_827;4727
110_829;637
110_83;4741
110_832;0
110_834;0
110_836;0
110_840;0
110_841;4737
110_842;4737
110_843;0
110_845;4737
110_847;0
110_848;0
110_85;4741
110_854;637
110_855;4741
110_857;4741
110_858;4741
110_859;2426
110_860;637
110_88;4679
110_94;4679
110_96;0
111_1000;769
111_1002;4741
111_1005;0
111_1006;4741
111_1007;637
111_1010;2426
111_1012;769
111_1014;637
111_1016;4679
111_1017;4741
111_1022;4727
111_1023;4679
111_1026;4727
111_1027;4741
111_1029;0
111_1033;4727
111_1035;637
111_1036;4737
111_1037;4679
111_1039;637
111_1040;769
111_1041;4727
111_1043;0
111_1044;4741
111_1045;4737
111_1046;2426
111_1047;4679
111_1048;4741
111_1049;4679
111_1053;4679
111_1057;4727
111_1058;0
111_1059;769
111_1060;4737
111_1064;4741
111_1065;4679
111_1066;0
111_1069;4727
111_1070;4737
111_1074;4741
111_1079;4737
111_1080;4727
111_1082;4741
111_1084;4737
111_1085;4727
111_1088;4737
111_1091;2426
111_1092;4741
111_1095;0
111_1097;4737
111_1098;4741
111_1100;4727
111_1101;4727
111_1102;4737
111_1103;0
111_1105;4727
111_1107;0
111_1108;2426
111_1110;637
111_1111;2426
111_1116;637
111_1120;4737
111_1121;4679
111_1124;2426
111_1126;4741
111_1131;4741
111_1133;4741
111_1134;2426
111_1135;2426
111_1136;2426
111_1139;2426
111_1140;2426
111_1141;4679
111_1143;2426
111_1147;4679
111_1149;2426
111_1151;4679
111_1153;2426
111_1154;2426
111_1157;4679
111_1160;4679
111_1162;2426
111_1165;2426
111_1166;4727
111_1167;4737
111_1168;4737
111_1169;4737
111_1182;769
111_1184;0
111_1186;0
111_1189;0
111_1190;0
111_1191;0
111_1193;0
111_1194;0
111_1197;0
111_1198;0
111_1199;0
111_1202;0
111_1205;0
111_1206;0
111_1207;0
111_1208;0
111_1216;637
111_1217;4741
111_1218;4727
111_1219;769
111_1220;4737
111_1221;2426
111_1222;637
111_1229;4679
111_1230;4727
111_1232;2426
111_1233;769
111_1234;4737
111_1236;4727
111_1237;0
111_1238;0
111_1239;0
111_1240;0
111_1242;4679
111_1244;4741
111_1245;4737
111_1246;2426
111_1247;4727
111_1248;769
111_1251;4741
111_1254;637
111_1257;4741
111_1259;4737
111_1260;769
111_1261;637
111_1262;2426
111_1264;4727
111_1265;4679
111_1266;4679
111_1268;637
111_1270;4741
111_1272;2426
111_1276;4741
111_1277;769
111_1279;637
111_1280;769
111_1284;769
111_1288;0
111_1289;4727
111_1294;4727
111_1295;4741
111_1298;4741
111_1304;4741
111_1306;2426
111_1307;4727
111_1310;2426
111_1312;4727
111_1313;4737
111_1314;4737
111_1315;4727
111_1316;0
111_1317;0
111_1319;0
111_1322;0
111_1325;769
111_1326;4727
111_1327;2426
111_1333;637
111_1334;4741
111_1335;4679
111_1336;769
111_1337;4741
111_1339;4727
111_1340;637
111_1342;2426
111_1343;4737
111_1344;637
111_1347;4679
111_1353;0
111_1356;4737
111_1357;637
111_1358;4727
111_1359;769
111_1360;4679
111_1361;4741
111_1363;4741
111_1364;769
111_1366;769
111_1367;4741
111_1368;4741
111_1369;4741
111_1370;4741
111_1371;769
111_1373;4737
111_1374;637
111_1375;4727
111_1376;769
111_1377;4679
111_1378;2426
111_1380;4741
111_1381;4737
111_1384;4741
111_1385;4679
111_1387;4741
111_1388;4737
111_1389;4727
111_1390;637
111_1393;0
111_1394;637
111_1399;769
111_1400;4741
111_1401;4727
111_1402;0
111_1403;637
111_1404;2426
111_1405;4679
111_1406;4737
111_1409;2426
111_1410;769
111_1411;4727
111_1412;0
111_1413;637
111_1415;4741
111_1416;2426
111_1419;637
111_1423;4737
111_1425;2426
111_1427;0
111_1429;4741
111_1430;4727
111_1432;4679
111_1434;2426
111_1438;769
111_1440;4679
111_1447;2426
111_1450;2426
111_1455;4741
111_1458;4679
111_1459;4737
111_1460;637
111_1461;4727
111_1462;769
111_1472;769
111_1475;769
111_1478;637
111_1480;0
111_1483;769
111_1485;4737
111_1486;4741
111_1489;769
111_1490;4737
111_1491;0
111_1492;0
111_1502;7740
111_1504;0
111_1506;4727
111_1508;4679
111_1509;4737
111_1510;2426
111_1513;769
111_1514;4741
111_1515;637
111_1518;769
111_1522;4727
111_1524;4737
111_1525;637
111_1526;2426
111_1532;0
111_1534;637
111_1538;2426
111_1540;4737
111_1541;637
111_1542;2426
111_1543;4741
111_1548;769
111_1549;4741
111_1550;637
111_1551;4741
111_1552;4679
111_1554;637
111_1555;4737
111_1558;4741
111_1560;4741
111_1561;769
111_1564;2426
111_1567;4741
111_1568;4737
111_1569;4727
111_1570;4737
111_1571;2426
111_1578;4727
111_1579;4679
111_1581;2426
111_1584;4741
111_1585;2426
111_1587;4727
111_1591;637
111_1593;4727
111_1594;2426
111_1596;4737
111_1597;4727
111_1598;2426
111_1599;4741
111_1601;637
111_1603;4741
111_1605;2426
111_1608;4727
111_1609;4741
111_1610;4679
111_1611;769
111_1612;637
111_1614;4741
111_1615;4741
111_1617;769
111_1619;4737
111_1621;4741
111_1622;637
111_1623;769
111_1627;0
111_1628;4679
111_1631;4679
111_1634;4737
111_1635;769
111_1636;637
111_1637;4737
111_1638;4679
111_1639;2426
111_1640;4727
111_1643;637
111_1645;4741
111_1646;4741
111_1647;637
111_1649;4679
111_1650;4741
111_1651;4741
111_1652;4727
111_1654;4727
111_1655;4741
111_1657;4737
111_1658;637
111_1659;4741
111_1660;769
111_1666;4741
111_1667;4679
111_1670;4727
111_1671;4727
111_1672;4741
111_1673;2426
111_1680;4727
111_1685;4727
111_1686;4741
111_1689;637
111_1691;4741
111_1692;4741
111_861;4679
111_862;4727
111_863;769
111_864;4737
111_865;2426
111_866;769
111_867;2426
111_871;2426
111_874;637
111_876;4737
111_877;4737
111_878;2426
111_881;769
111_882;4741
111_883;4741
111_884;637
111_885;769
111_886;4741
111_887;2426
111_889;4737
111_890;4741
111_891;769
111_892;637
111_893;4679
111_894;4727
111_896;637
111_897;4737
111_898;4741
111_902;0
111_904;4737
111_907;4737
111_908;4737
111_909;4737
111_916;0
111_917;637
111_919;4679
111_920;4741
111_921;4737
111_922;769
111_923;4727
111_924;4727
111_926;4741
111_927;4737
111_928;4741
111_930;4741
111_931;4679
111_932;4737
111_933;637
111_934;769
111_935;4741
111_936;4727
111_937;2426
111_938;4679
111_939;4741
111_942;4741
111_943;4741
111_944;2426
111_945;4741
111_946;4679
111_947;4737
111_949;4679
111_951;4727
111_954;769
111_956;769
111_957;4679
111_958;4741
111_960;4741
111_961;769
111_962;4727
111_963;4679
111_964;637
111_965;4737
111_966;769
111_968;769
111_970;4741
111_971;637
111_972;4741
111_973;769
111_974;637
111_979;4741
111_981;4737
111_982;4737
111_983;4679
111_984;4737
111_985;637
111_986;769
111_987;4727
111_988;4741
111_989;4741
111_990;4741
111_992;637
111_994;769
111_995;4741
111_997;4741
111_998;637
111_999;769
112_1693;4741
112_1694;4727
112_1695;4679
112_1696;4741
112_1697;4727
112_1698;637
112_1699;4737
112_1701;0
112_1703;769
112_1704;4741
112_1707;769
112_1708;637
112_1709;769
112_1710;4727
112_1711;4679
112_1712;2426
112_1714;4737
112_1718;4679
112_1726;4741
112_1727;4727
112_1729;4741
112_1730;2426
112_1731;2426
112_1732;4737
112_1733;2426
112_1734;4741
112_1735;4727
112_1736;2426
112_1739;2426
112_1740;769
112_1741;4679
112_1744;4679
112_1745;4741
112_1747;2426
112_1749;4727
112_1751;2426
112_1752;4727
112_1753;0
112_1754;4679
112_1755;0
112_1756;0
112_1757;0
112_1758;0
112_1760;4741
112_1762;0
112_1765;2426
112_1770;4727
112_1771;0
112_1773;0
112_1774;2426
112_1780;0
112_1787;4727
112_1791;0
112_1796;4727
112_1800;769
112_1801;0
112_1805;0
112_1808;769
112_1811;0
112_1821;0
112_1823;637
112_1825;2426
112_1827;0
112_1828;637
112_1830;2426
112_1831;637
112_1834;4679
112_1837;769
112_1842;2426
112_1844;769
112_1846;2426
112_1847;0
112_1849;0
112_1851;769
112_1854;769
112_1856;4679
112_1857;0
112_1858;4737
112_1859;0
112_1863;4737
112_1864;0
112_1865;2426
112_1868;4679
112_1873;2426
112_1876;4737
112_1878;0
112_1880;0
112_1882;0
112_1883;4727
112_1884;769
112_1886;637
112_1891;637
112_1892;769
112_1894;637
112_1895;0
112_1896;0
112_1898;4737
112_1899;2426
112_1901;0
112_1902;0
112_1903;637
112_1904;769
112_1905;0
112_1906;0
112_1908;2426
112_1909;637
112_1910;0
112_1911;0
112_1912;637
112_1916;4727
112_1917;2426
112_1918;4679
112_1920;0
112_1921;0
112_1922;4737
112_1923;0
112_1925;0
112_1926;0
112_1934;769
112_1938;4727
112_1939;4679
112_1940;0
112_1941;0
112_1942;0
112_1943;2426
112_1944;0
112_1946;0
112_1951;0
112_1952;0
112_1955;769
112_1960;637
112_1966;2426
112_1967;0
112_1975;4737
112_1980;4741
112_1981;637
112_1982;4727
112_1983;4737
112_1984;4679
112_1985;769
112_1986;4727
112_1989;0
112_1990;0
112_1991;4741
112_1992;4679
112_1993;4737
112_1994;0
112_1995;0
112_1997;0
112_1998;769
112_1999;2426
112_2000;0
112_2005;0
112_2006;0
112_2007;0
112_2009;769
112_2013;4727
112_2014;0
112_2015;637
112_2017;637
112_2018;0
112_2023;769
112_2025;0
112_2027;4741
112_2028;4727
112_2032;637
112_2035;769
112_2037;4741
112_2038;4727
112_2040;0
112_2044;4679
112_2045;637
112_2048;4727
112_2051;0
112_2055;0
112_2058;0
112_2061;4737
112_2062;769
112_2064;4727
112_2065;4679
112_2066;637
112_2067;4741
112_2068;4679
112_2071;0
112_2072;0
112_2073;0
112_2074;4679
112_2075;0
112_2076;769
112_2077;4737
112_2078;0
112_2080;2426
112_2082;637
112_2083;0
112_2094;0
112_2097;2426
112_2105;0
112_2107;4741
112_2111;0
112_2115;637
112_2116;4679
112_2117;0
112_2120;0
112_2122;0
112_2123;2426
112_2125;0
112_2126;2426
112_2134;2426
112_2137;0
112_2139;4679
112_2146;4679
112_2147;0
112_2151;2426
112_2152;769
112_2153;0
112_2157;0
112_2160;4737
112_2165;4679
112_2166;2426
112_2171;2426
112_2173;0
112_2175;0
112_2177;4679
112_2179;0
112_2182;4737
112_2183;769
112_2184;4741
112_2185;2426
112_2187;4737
112_2192;2426
112_2194;0
112_2199;0
112_2202;0
112_2204;4679
112_2206;2426
112_2207;0
112_2212;0
112_2214;4727
112_2219;769
112_2222;2426
112_2223;0
112_2224;0
112_2227;637
112_2228;637
112_2231;637
112_2235;2426
112_2236;0
112_2237;4727
112_2240;2426
112_2246;4679
112_2248;0
112_2249;637
112_2252;4727
112_2256;4741
112_2263;4727
112_2266;4679
112_2267;0
112_2269;4727
112_2270;4741
112_2271;4737
112_2272;2426
112_2280;637
112_2282;4737
112_2283;4727
112_2284;637
112_2285;0
112_2290;0
112_2291;4737
112_2292;4741
112_2297;769
112_2298;0
112_2304;637
112_2305;0
112_2307;0
112_2308;637
112_2310;4737
112_2314;0
112_2315;0
112_2318;0
112_2319;0
112_2320;4679
112_2321;0
112_2322;2426
112_2324;0
112_2326;4741
112_2327;637
112_2328;0
112_2331;2426
112_2332;0
112_2336;0
112_2337;0
112_2338;0
112_2340;0
112_2341;0
112_2342;4679
112_2343;0
112_2344;4737
112_2346;0
112_2347;2426
112_2348;637
112_2351;769
112_2353;2426
112_2357;4741
112_2359;4727
112_2364;0
112_2365;2426
112_2366;0
112_2368;4727
112_2369;637
112_2370;0
112_2371;2426
112_2373;4679
112_2375;4727
112_2381;4727
112_2384;769
112_2390;4679
112_2391;4741
112_2392;637
112_2393;4727
112_2394;769
112_2395;4737
112_2396;4737
112_2397;4737
112_2398;769
112_2399;769
112_2400;4727
112_2401;637
112_2402;0
112_2404;4679
112_2405;769
112_2406;0
112_2407;0
112_2408;0
112_2411;4741
112_2412;4737
112_2418;637
112_2419;4727
112_2423;2426
112_2425;637
112_2427;0
112_2428;0
112_2429;637
112_2430;4727
112_2431;0
112_2432;637
112_2433;769
112_2434;637
112_2435;2426
112_2437;0
112_2440;769
112_2441;637
112_2442;0
112_2443;0
112_2444;4727
112_2445;0
112_2446;769
112_2448;0
112_2449;0
112_2450;0
112_2451;0
112_2453;0
112_2454;2426
112_2457;2426
112_2458;4741
112_2459;0
112_2460;2426
112_2461;4741
112_2463;769
112_2466;4727
112_2468;769
112_2472;4741
112_2473;4737
112_2475;4727
112_2476;637
112_2477;2426
112_2481;4741
112_2486;0
112_2487;4727
112_2489;0
112_2494;637
112_2495;4741
112_2498;0
112_2499;637
112_2502;4741
112_2503;637
112_2505;637
112_2507;4727
112_2509;4727
112_2510;4741
112_2511;2426
112_2512;4741
112_2520;4727
112_2521;4727
112_2522;2426
112_2523;4727
112_2525;769
112_2526;4727
112_2527;769
112_2528;2426
112_2529;4727
112_2530;4741
112_2536;0
112_2539;4727
112_2544;2426
112_2547;769
112_2548;4741
112_2549;2426
112_2550;4741
112_2552;4727
112_2553;0
112_2554;4741
112_2555;4727
112_2556;637
112_2559;2426
112_2560;0
112_2561;4737
112_2563;637
112_2565;2426
112_2566;4727
112_2567;2426
112_2569;0
112_2572;4741
112_2573;769
112_2575;0
112_2581;637
112_2585;0
112_2586;0
112_2589;769
112_2590;0
112_2592;769
112_2593;0
112_2594;4741
112_2596;0
112_2599;637
112_2600;769
112_2601;4727
112_2604;4727
112_2606;4741
112_2608;2426
112_2609;637
112_2610;0
112_2611;2426
112_2613;0
112_2614;4741
112_2615;637
112_2616;4741
112_2620;0
113_2621;0
113_2623;4741
113_2627;0
113_2628;637
113_2630;4679
113_2632;0
113_2633;2426
113_2634;0
113_2636;0
113_2640;769
113_2641;0
113_2642;637
113_2643;0
113_2646;0
113_2649;0
113_2650;637
113_2652;0
113_2655;637
113_2656;0
113_2657;637
113_2659;0
113_2660;2426
113_2663;769
113_2664;4737
113_2665;637
113_2666;2426
113_2669;4741
113_2678;4737
113_2682;4727
113_2684;2426
113_2687;4737
113_2691;2426
113_2692;0
113_2693;4679
113_2694;637
113_2703;0
113_2707;0
113_2708;0
113_2709;2426
113_2711;4727
113_2712;4679
113_2713;0
113_2715;0
113_2722;4679
113_2723;0
113_2724;4727
113_2725;0
113_2728;0
113_2733;4679
113_2735;4727
113_2737;2426
113_2739;0
113_2740;637
113_2741;4679
113_2744;0
113_2747;4679
113_2748;769
113_2752;4727
113_2756;4679
113_2757;4737
113_2764;637
113_2766;4737
113_2772;0
113_2773;0
113_2774;2426
113_2776;0
113_2777;637
113_2782;637
113_2783;0
113_2787;4727
113_2789;2426
113_2792;4741
113_2793;0
113_2796;4727
113_2797;4741
113_2801;0
113_2803;0
113_2805;4737
113_2806;4727
113_2807;0
113_2808;2426
113_2809;0
113_2812;0
113_2814;0
113_2815;0
113_2816;2426
113_2821;0
113_2822;4727
113_2824;4741
113_2825;0
113_2830;4741
113_2833;0
113_2836;4737
113_2840;4727
113_2843;0
113_2844;4737
113_2845;2426
113_2846;0
113_2847;0
113_2850;4727
113_2851;0
113_2852;769
113_2859;4737
113_2863;769
113_2864;4741
113_2869;4727
113_2870;4737
113_2871;4727
113_2872;0
113_2873;4741
113_2874;0
113_2880;0
113_2886;637
113_2888;4741
113_2889;4741
113_2891;4679
113_2893;4741
113_2897;0
113_2899;0
113_2906;0
113_2910;0
113_2912;0
113_2913;637
113_2914;2426
113_2915;769
113_2916;2426
113_2917;4741
113_2921;0
113_2922;4679
113_2923;0
113_2924;0
113_2925;637
113_2926;4727
113_2928;637
113_2935;769
113_2936;0
113_2937;0
113_2939;637
113_2942;0
113_2945;4741
113_2948;4727
113_2955;4727
113_2957;0
113_2960;637
113_2964;2426
113_2968;4741
113_2972;637
113_2973;4741
113_2976;769
113_2977;2426
113_2979;0
113_2982;4679
113_2984;637
113_2985;0
113_2987;637
113_2988;4679
113_2991;4679
113_2992;0
113_2995;9135
113_2997;2426
113_2999;9135
113_3001;0
113_3003;4737
113_3006;0
113_3008;637
113_3011;0
113_3015;0
113_3024;0
113_3025;2426
113_3027;0
113_3033;4741
113_3034;0
113_3035;9135
113_3038;0
113_3039;0
113_3041;4679
113_3043;0
113_3044;2426
113_3045;0
113_3051;0
113_3052;769
113_3054;0
113_3056;0
113_3058;4737
113_3060;9135
113_3064;2426
113_3068;0
113_3077;0
113_3078;0
113_3079;4727
113_3081;0
113_3082;2426
113_3084;4727
113_3087;0
113_3088;0
113_3089;637
113_3094;0
113_3098;0
113_3099;4679
113_3101;4737
113_3102;4741
113_3109;769
113_3110;4741
113_3113;4741
113_3116;4727
113_3118;4727
113_3119;0
113_3120;4737
113_3122;769
113_3123;4741
113_3126;4727
113_3129;637
113_3131;4737
113_3132;0
113_3134;0
113_3135;0
113_3136;637
113_3138;4679
113_3139;4737
113_3141;637
113_3146;0
113_3147;2426
113_3149;637
113_3153;0
113_3155;4741
113_3156;4737
113_3157;0
113_3160;4741
113_3162;4741
113_3163;0
113_3167;4679
113_3168;2426
113_3169;0
113_3170;4679
113_3172;0
113_3173;4727
113_3177;4737
113_3178;4737
113_3182;0
113_3183;769
113_3184;0
113_3186;4679
113_3187;4727
113_3190;637
113_3192;769
113_3194;0
113_3198;0
113_3199;4741
113_3200;4741
113_3201;9135
113_3203;4737
113_3210;4737
113_3214;0
113_3216;4741
113_3218;0
113_3219;2426
113_3220;4741
113_3223;4727
113_3226;4737
113_3227;0
113_3228;0
113_3232;4727
113_3234;637
113_3237;0
113_3239;0
113_3240;4741
113_3242;4737
113_3244;4741
113_3245;0
113_3246;637
113_3249;0
113_3250;637
113_3251;4727
113_3254;0
113_3255;769
113_3256;0
113_3257;4679
113_3258;0
113_3259;637
113_3260;0
113_3262;4727
113_3263;0
113_3269;0
113_3270;4679
113_3271;637
113_3275;4679
113_3278;9135
113_3279;0
113_3285;9135
113_3286;2426
113_3287;9135
113_3288;0
113_3289;769
113_3290;0
113_3291;4727
113_3292;0
113_3293;4679
113_3294;637
113_3295;4737
113_3296;4741
113_3304;0
113_3306;0
113_3309;4727
113_3315;0
113_3316;4727
113_3318;637
113_3320;0
113_3321;4741
113_3327;4727
113_3328;0
113_3329;0
113_3336;4741
113_3341;0
113_3347;4727
113_3351;637
113_3352;0
113_3355;769
113_3358;4679
113_3359;637
113_3360;637
113_3364;4679
113_3366;0
113_3368;637
113_3369;4737
113_3371;769
113_3373;0
113_3375;637
113_3378;4679
113_3381;4741
113_3383;0
113_3384;0
113_3385;0
113_3387;637
113_3388;0
113_3393;4727
113_3395;0
113_3398;4741
113_3401;637
113_3407;0
113_3409;769
113_3410;0
113_3412;637
113_3415;637
113_3418;4727
113_3420;637
113_3425;4737
113_3426;4727
113_3427;637
113_3428;4741
113_3429;4679
113_3430;769
113_3432;637
113_3433;4741
113_3435;637
113_3438;769
113_3439;4741
113_3443;0
113_3444;769
113_3445;4679
113_3449;0
113_3451;2426
113_3454;0
113_3456;0
113_3462;2426
113_3463;4727
113_3465;4737
113_3466;769
113_3468;4727
113_3470;0
113_3473;769
113_3474;637
113_3475;4727
113_3481;637
113_3488;2426
113_3489;4727
113_3491;0
113_3496;637
113_3497;9135
113_3498;9135
113_3499;637
113_3502;4727
113_3505;637
113_3507;0
113_3509;4741
113_3517;4727
113_3519;0
113_3523;0
113_3524;0
113_3525;637
113_3526;2426
113_3529;637
113_3533;0
113_3534;769
113_3536;4741
113_3539;0
113_3540;4741
113_3541;637
113_3545;769
113_3546;9135
113_3553;637
113_3555;2426
113_3560;9135
113_3561;4741
113_3563;769
113_3566;9135
113_3567;4727
113_3569;4741
113_3572;9135
113_3579;2426
113_3580;4741
113_3589;9135
113_3590;637
113_3594;637
113_3598;769
113_3599;4727
113_3600;4737
113_3606;4679
113_3608;4727
113_3610;637
113_3611;4727
113_3612;4737
113_3614;2426
113_3615;637
113_3618;2426
113_3622;769
113_3623;0
113_3625;4679
113_3628;9135
113_3635;0
113_3638;637
113_3641;4679
113_3644;0
113_3645;4727
113_3646;4727
113_3648;4741
113_3652;769
113_3653;4679
113_3655;4727
113_3660;4679
113_3661;4741
113_3663;769
113_3664;637
113_3668;2426
113_3672;4679
113_3677;4727
113_3678;2426
113_3679;4727
94_1;2426
94_16;637
94_17;637
94_18;4679
94_2;637
94_22;4727
94_24;4741
94_25;4741
94_26;4679
94_29;4741
94_30;4737
94_32;4741
94_36;769
94_37;4741
94_38;4679
94_39;2426
94_4;2426
94_40;4741
94_41;4727
94_42;637
94_43;769
94_44;4737
94_46;4741
94_47;4727
94_49;4727
94_5;2426
94_51;769
94_52;4715
94_56;4715
94_57;4727
94_58;4737
94_60;4727
94_61;4741
94_63;4741
94_7;4727
94_8;637
98_100;769
98_101;769
98_102;769
98_103;4597
98_104;4597
98_105;4597
98_106;4597
98_11;4737
98_110;4737
98_112;4679
98_113;7740
98_114;4727
98_115;637
98_116;4741
98_117;4737
98_118;637
98_119;4727
98_12;637
98_123;0
98_124;637
98_125;4741
98_126;637
